試合日時,Season,Kind,後攻チーム,先攻チーム,プレイの番号,回,表.裏,先攻得点,後攻得点,S,B,アウト,打席の継続,イニング継続,試合継続,一走打順,一走氏名,二走打順,二走氏名,三走打順,三走氏名,打順,打者氏名,打席左右,作戦,作戦2,作戦結果,投手氏名,投手左右,球数,捕手,一走状況,二走状況,三走状況,打者状況,プレイの種類,構え,コースX,コースY,球種,打撃結果,打撃結果2,捕球選手,打球タイプ,打球強度,打球位置X,打球位置Y,牽制の種類,牽制詳細,エラーの種類,タイムの種類,球速,プレス,偽走,打者位置,打席Id,打席結果,Result_col,打者登録名,打者番号,一走登録名,一走番号,二走登録名,二走番号,三走登録名,三走番号,投手番号,入力項目,先攻打順,後攻打順,URL,start_tag_sec,target_x,target_z,守備チーム,score,comment
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,27,1,裏,0,0,0,0,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,3,彦坂藍斗,左,0,0,0,山田幹太,右,11,西川鷹晴,0,0,0,継続,投球,19,188.045,231.44,ストレート,ボール,0,0,0,0,0,0,0,0,0,0,133,0,0,8,,0,0,0,1,0,0,0,0,0,0,16,0,5,4:21,https://www.youtube.com/embed/CRXewBanquc?si=BnmPHf8zcJuupG3D,261 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,28,1,裏,0,0,0,1,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,3,彦坂藍斗,左,0,0,0,山田幹太,右,12,西川鷹晴,0,0,0,継続,投球,19,163.7175,88.7625,ストレート,ファール,0,0,ゴロ,0,203.6532067,187.4109264,0,0,0,0,133,0,0,8,,0,0,0,1,0,0,0,0,0,0,16,0,5,4:34,https://www.youtube.com/embed/CRXewBanquc?si=BnmPHf8zcJuupG3D,274 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,29,1,裏,0,0,1,1,2,打席完了,イニング継続,試合継続,0,0,0,0,0,0,3,彦坂藍斗,左,0,0,0,山田幹太,右,13,西川鷹晴,0,0,0,出塁,投球,19,251.8225,143.335,カット,死球,0,0,0,0,0,0,0,0,0,0,127,0,0,8,,死球,0,0,1,0,0,0,0,0,0,16,0,5,4:54,https://www.youtube.com/embed/CRXewBanquc?si=BnmPHf8zcJuupG3D,294 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,30,1,裏,0,0,0,0,2,打席継続,イニング継続,試合継続,3,彦坂藍斗,0,0,0,0,4,山田一晴,左,0,0,0,山田幹太,右,14,西川鷹晴,継続,0,0,継続,投球,19,226.8375,234.07,スライダー,ボール,0,0,0,0,0,0,0,0,0,0,125,0,0,D,,0,0,0,6,0,0,0,0,0,0,16,0,5,5:41,https://www.youtube.com/embed/CRXewBanquc?si=BnmPHf8zcJuupG3D,341 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,31,1,裏,0,0,0,1,2,打席継続,イニング継続,試合継続,3,彦坂藍斗,0,0,0,0,4,山田一晴,左,0,0,0,山田幹太,右,15,西川鷹晴,継続,0,0,継続,投球,17,106.515,124.925,ストレート,ファール,0,0,フライ,0,122.4418052,250.5059382,0,0,0,0,133,0,0,D,,0,0,0,6,0,0,0,0,0,0,16,0,5,6:02,https://www.youtube.com/embed/CRXewBanquc?si=BnmPHf8zcJuupG3D,362 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,33,1,裏,0,0,1,1,2,打席完了,イニング継続,試合継続,3,彦坂藍斗,0,0,0,0,4,山田一晴,左,エンドラン,HAR,0,山田幹太,右,16,西川鷹晴,継続,0,0,アウト,投球,17,96.6525,150.5675,ストレート,凡打死,0,7,フライ,C,67.46793349,97.45368171,0,0,0,0,137,0,0,D,,7フライ,0,0,6,0,0,0,0,0,0,16,0,5,6:37,https://www.youtube.com/embed/CRXewBanquc?si=BnmPHf8zcJuupG3D,397 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,46,2,裏,0,0,0,0,0,打席継続,イニング継続,試合継続,0,0,0,0,0,0,5,金澤海斗,右,0,0,0,山田幹太,右,17,西川鷹晴,0,0,0,継続,投球,19,199.88,161.745,カット,見逃し,0,0,0,0,0,0,0,0,0,0,127,0,0,6,,0,0,0,7,0,0,0,0,0,0,16,0,9,0:51,https://www.youtube.com/embed/iHFIrM_aHFU?si=ol8RSvE7FAQfgbDV,51 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,47,2,裏,0,0,1,0,0,打席継続,イニング継続,試合継続,0,0,0,0,0,0,5,金澤海斗,右,0,0,0,山田幹太,右,18,西川鷹晴,0,0,0,継続,投球,20,209.7425,234.7275,ストレート,ボール,0,0,0,0,0,0,0,0,0,0,137,0,0,6,,0,0,0,7,0,0,0,0,0,0,16,0,9,1:03,https://www.youtube.com/embed/iHFIrM_aHFU?si=ol8RSvE7FAQfgbDV,63 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,48,2,裏,0,0,1,1,0,打席継続,イニング継続,試合継続,0,0,0,0,0,0,5,金澤海斗,右,0,0,0,山田幹太,右,19,西川鷹晴,0,0,0,継続,投球,19,151.8825,185.415,ストレート,ファール,0,0,ゴロ,0,81.21140143,203.0285036,0,0,0,0,136,0,0,6,,0,0,0,7,0,0,0,0,0,0,16,0,9,1:20,https://www.youtube.com/embed/iHFIrM_aHFU?si=ol8RSvE7FAQfgbDV,80 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,49,2,裏,0,0,2,1,0,打席継続,イニング継続,試合継続,0,0,0,0,0,0,5,金澤海斗,右,0,0,0,山田幹太,右,20,西川鷹晴,0,0,0,継続,投球,19,230.7825,240.645,カット,ボール,0,0,0,0,0,0,0,0,0,0,126,0,0,6,,0,0,0,7,0,0,0,0,0,0,16,0,9,1:43,https://www.youtube.com/embed/iHFIrM_aHFU?si=ol8RSvE7FAQfgbDV,103 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,50,2,裏,0,0,2,2,0,打席継続,イニング継続,試合継続,0,0,0,0,0,0,5,金澤海斗,右,0,0,0,山田幹太,右,21,西川鷹晴,0,0,0,継続,投球,19,170.2925,147.28,ストレート,ファール,0,0,ゴロ,0,132.4370546,241.760095,0,0,0,0,134,0,0,6,,0,0,0,7,0,0,0,0,0,0,16,0,9,1:59,https://www.youtube.com/embed/iHFIrM_aHFU?si=ol8RSvE7FAQfgbDV,119 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,51,2,裏,0,0,2,2,0,打席完了,イニング継続,試合継続,0,0,0,0,0,0,5,金澤海斗,右,0,0,0,山田幹太,右,22,西川鷹晴,0,0,0,アウト,投球,19,102.57,166.3475,カーブ,見逃し三振,0,0,0,0,0,0,0,0,0,0,109,0,0,6,,見三振,0,0,7,0,0,0,0,0,0,16,0,9,2:16,https://www.youtube.com/embed/iHFIrM_aHFU?si=ol8RSvE7FAQfgbDV,136 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,52,2,裏,0,0,0,0,1,打席継続,イニング継続,試合継続,0,0,0,0,0,0,6,池田竜己,左,0,0,0,山田幹太,右,23,西川鷹晴,0,0,0,継続,投球,17,99.94,199.88,ツーシーム,見逃し,0,0,0,0,0,0,0,0,0,0,131,0,0,2,,0,0,0,26,0,0,0,0,0,0,16,0,9,2:45,https://www.youtube.com/embed/iHFIrM_aHFU?si=ol8RSvE7FAQfgbDV,165 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,53,2,裏,0,0,1,0,1,打席継続,イニング継続,試合継続,0,0,0,0,0,0,6,池田竜己,左,0,0,0,山田幹太,右,24,西川鷹晴,0,0,0,継続,投球,17,29.5875,247.22,ストレート,ボール,0,0,0,0,0,0,0,0,0,0,137,0,0,2,,0,0,0,26,0,0,0,0,0,0,16,0,9,2:55,https://www.youtube.com/embed/iHFIrM_aHFU?si=ol8RSvE7FAQfgbDV,175 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,54,2,裏,0,0,1,1,1,打席継続,イニング継続,試合継続,0,0,0,0,0,0,6,池田竜己,左,0,0,0,山田幹太,右,25,西川鷹晴,0,0,0,継続,投球,19,228.81,162.4025,スライダー,ボール,0,0,0,0,0,0,0,0,0,0,123,0,0,2,,0,0,0,26,0,0,0,0,0,0,16,0,9,3:05,https://www.youtube.com/embed/iHFIrM_aHFU?si=ol8RSvE7FAQfgbDV,185 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,55,2,裏,0,0,1,2,1,打席継続,イニング継続,試合継続,0,0,0,0,0,0,6,池田竜己,左,0,0,0,山田幹太,右,26,西川鷹晴,0,0,0,継続,投球,19,165.0325,220.92,スライダー,空振り,0,0,0,0,0,0,0,0,0,0,122,0,0,2,,0,0,0,26,0,0,0,0,0,0,16,0,9,3:18,https://www.youtube.com/embed/iHFIrM_aHFU?si=ol8RSvE7FAQfgbDV,198 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,56,2,裏,0,0,2,2,1,打席継続,イニング継続,試合継続,0,0,0,0,0,0,6,池田竜己,左,0,0,0,山田幹太,右,27,西川鷹晴,0,0,0,継続,投球,17,122.295,212.3725,フォーク,ファール,0,0,ゴロ,0,131.8123515,232.3895487,0,0,0,0,124,0,0,2,,0,0,0,26,0,0,0,0,0,0,16,0,9,3:36,https://www.youtube.com/embed/iHFIrM_aHFU?si=ol8RSvE7FAQfgbDV,216 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,57,2,裏,0,0,2,2,1,打席継続,イニング継続,試合継続,0,0,0,0,0,0,6,池田竜己,左,0,0,0,山田幹太,右,28,西川鷹晴,0,0,0,継続,投球,17,43.395,193.9625,ストレート,ボール,0,0,0,0,0,0,0,0,0,0,134,0,0,2,,0,0,0,26,0,0,0,0,0,0,16,0,9,4:02,https://www.youtube.com/embed/iHFIrM_aHFU?si=ol8RSvE7FAQfgbDV,242 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,58,2,裏,0,0,2,3,1,打席継続,イニング継続,試合継続,0,0,0,0,0,0,6,池田竜己,左,0,0,0,山田幹太,右,29,西川鷹晴,0,0,0,継続,投球,17,92.05,130.185,ストレート,ファール,0,0,フライ,0,81.21140143,228.0166271,0,0,0,0,135,0,0,2,,0,0,0,26,0,0,0,0,0,0,16,0,9,4:18,https://www.youtube.com/embed/iHFIrM_aHFU?si=ol8RSvE7FAQfgbDV,258 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,59,2,裏,0,0,2,3,1,打席完了,イニング継続,試合継続,0,0,0,0,0,0,6,池田竜己,左,0,0,0,山田幹太,右,30,西川鷹晴,0,0,0,アウト,投球,17,104.5425,146.6225,ストレート,凡打死,0,6,ゴロ,C,103.0760095,149.9287411,0,0,0,0,134,0,0,2,,6ゴロ,0,0,26,0,0,0,0,0,0,16,0,9,4:41,https://www.youtube.com/embed/iHFIrM_aHFU?si=ol8RSvE7FAQfgbDV,281 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,60,2,裏,0,0,0,0,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,7,森田大翔,右,0,0,0,山田幹太,右,31,西川鷹晴,0,0,0,継続,投球,19,179.4975,133.4725,カーブ,見逃し,0,0,0,0,0,0,0,0,0,0,112,0,0,5,,0,0,0,5,0,0,0,0,0,0,16,0,9,0:12,https://www.youtube.com/embed/ae3gvNSntU0?si=V2vqP05oKYHgJc6B,12 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,61,2,裏,0,0,1,0,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,7,森田大翔,右,0,0,0,山田幹太,右,32,西川鷹晴,0,0,0,継続,投球,19,236.0425,197.25,カット,空振り,0,0,0,0,0,0,0,0,0,0,127,0,0,5,,0,0,0,5,0,0,0,0,0,0,16,0,9,0:23,https://www.youtube.com/embed/ae3gvNSntU0?si=V2vqP05oKYHgJc6B,23 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,62,2,裏,0,0,2,0,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,7,森田大翔,右,0,0,0,山田幹太,右,33,西川鷹晴,0,0,0,継続,投球,20,222.8925,178.1825,ストレート,ボール,0,0,0,0,0,0,0,0,0,0,138,0,0,5,,0,0,0,5,0,0,0,0,0,0,16,0,9,0:36,https://www.youtube.com/embed/ae3gvNSntU0?si=V2vqP05oKYHgJc6B,36 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,63,2,裏,0,0,2,1,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,7,森田大翔,右,0,0,0,山田幹太,右,34,西川鷹晴,0,0,0,継続,投球,19,219.605,207.77,ストレート,ボール,0,0,0,0,0,0,0,0,0,0,137,0,0,5,,0,0,0,5,0,0,0,0,0,0,16,0,9,0:55,https://www.youtube.com/embed/ae3gvNSntU0?si=V2vqP05oKYHgJc6B,55 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,64,2,裏,0,0,2,2,2,打席完了,イニング継続,試合継続,0,0,0,0,0,0,7,森田大翔,右,0,0,0,山田幹太,右,35,西川鷹晴,0,0,0,アウト,投球,19,221.5775,174.895,カット,空振り三振,0,0,0,0,0,0,0,0,0,0,128,0,0,5,,空三振,0,0,5,0,0,0,0,0,0,16,0,9,1:11,https://www.youtube.com/embed/ae3gvNSntU0?si=V2vqP05oKYHgJc6B,71 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,86,3,裏,1,0,0,0,0,打席継続,イニング継続,試合継続,0,0,0,0,0,0,8,牧原賢汰,右,0,0,0,山田幹太,右,36,西川鷹晴,0,0,0,継続,投球,19,224.865,170.95,カーブ,ボール,0,0,0,0,0,0,0,0,0,0,110,0,0,3,,0,0,0,33,0,0,0,0,0,0,16,0,5,1:09,https://www.youtube.com/embed/lzawmNIdFns?si=d__-4dtrNyqVml31,69 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,87,3,裏,1,0,0,1,0,打席継続,イニング継続,試合継続,0,0,0,0,0,0,8,牧原賢汰,右,0,0,0,山田幹太,右,37,西川鷹晴,0,0,0,継続,投球,19,224.2075,180.8125,ストレート,ボール,0,0,0,0,0,0,0,0,0,0,131,0,0,3,,0,0,0,33,0,0,0,0,0,0,16,0,5,1:19,https://www.youtube.com/embed/lzawmNIdFns?si=d__-4dtrNyqVml31,79 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,88,3,裏,1,0,0,2,0,打席継続,イニング継続,試合継続,0,0,0,0,0,0,8,牧原賢汰,右,0,0,0,山田幹太,右,38,西川鷹晴,0,0,0,継続,投球,19,58.5175,164.375,ストレート,見逃し,0,0,0,0,0,0,0,0,0,0,135,0,0,3,,0,0,0,33,0,0,0,0,0,0,16,0,5,1:31,https://www.youtube.com/embed/lzawmNIdFns?si=d__-4dtrNyqVml31,91 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,89,3,裏,1,0,1,2,0,打席完了,イニング継続,試合継続,0,0,0,0,0,0,8,牧原賢汰,右,0,0,0,山田幹太,右,39,西川鷹晴,0,0,0,アウト,投球,19,155.8275,174.895,スライダー,凡打死,0,6,ゴロ,C,94.33016627,151.8028504,0,0,0,0,123,0,0,3,,6ゴロ,0,0,33,0,0,0,0,0,0,16,0,5,1:41,https://www.youtube.com/embed/lzawmNIdFns?si=d__-4dtrNyqVml31,101 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,90,3,裏,1,0,0,0,1,打席完了,イニング継続,試合継続,0,0,0,0,0,0,9,宮城塁,右,0,0,0,山田幹太,右,40,西川鷹晴,0,0,0,アウト,投球,19,182.785,115.0625,ストレート,凡打死,0,4,ライナー,B,151.1781473,122.4418052,0,0,0,0,134,0,0,4,,4ライナー,0,0,10,0,0,0,0,0,0,16,0,5,2:14,https://www.youtube.com/embed/lzawmNIdFns?si=d__-4dtrNyqVml31,134 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,91,3,裏,1,0,0,0,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,1,中山鳳,左,バント,セフティ,0,山田幹太,右,41,西川鷹晴,0,0,0,継続,投球,17,78.2425,183.4425,ストレート,見逃し,0,0,0,0,0,0,0,0,0,0,136,0,0,9,,0,0,0,31,0,0,0,0,0,0,16,0,5,2:41,https://www.youtube.com/embed/lzawmNIdFns?si=d__-4dtrNyqVml31,161 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,92,3,裏,1,0,1,0,2,打席完了,イニング継続,試合継続,0,0,0,0,0,0,1,中山鳳,左,0,0,0,山田幹太,右,42,西川鷹晴,0,0,0,出塁,投球,17,95.995,149.91,ストレート,単打,0,8,ライナー,A,111.8218527,92.45605701,0,0,0,0,134,0,0,9,,単打,0,0,31,0,0,0,0,0,0,16,0,5,2:54,https://www.youtube.com/embed/lzawmNIdFns?si=d__-4dtrNyqVml31,174 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,94,3,裏,1,0,0,0,2,打席継続,イニング継続,試合継続,1,中山鳳,0,0,0,0,2,山本涼貴,左,0,0,0,山田幹太,右,43,西川鷹晴,継続,0,0,継続,投球,17,86.1325,179.4975,ストレート,見逃し,0,0,0,0,0,0,0,0,0,0,138,0,0,7,,0,0,0,2,0,0,0,0,0,0,16,0,5,3:52,https://www.youtube.com/embed/lzawmNIdFns?si=d__-4dtrNyqVml31,232 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,96,3,裏,1,0,1,0,2,打席継続,イニング継続,試合継続,1,中山鳳,0,0,0,0,2,山本涼貴,左,0,0,0,山田幹太,右,44,西川鷹晴,継続,0,0,継続,投球,17,26.9575,203.825,ストレート,ボール,0,0,0,0,0,0,0,0,0,0,137,0,0,7,,0,0,0,2,0,0,0,0,0,0,16,0,5,4:26,https://www.youtube.com/embed/lzawmNIdFns?si=d__-4dtrNyqVml31,266 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,97,3,裏,1,0,1,1,2,打席継続,イニング継続,試合継続,1,中山鳳,0,0,0,0,2,山本涼貴,左,盗塁,盗塁,盗塁成功,山田幹太,右,45,西川鷹晴,二進,0,0,継続,投球,19,188.045,144.65,スライダー,見逃し,0,0,0,0,0,0,0,0,0,0,123,0,0,7,,0,0,0,2,0,0,0,0,0,0,16,0,5,4:48,https://www.youtube.com/embed/lzawmNIdFns?si=d__-4dtrNyqVml31,288 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,98,3,裏,1,0,2,1,2,打席完了,イニング継続,試合継続,0,0,1,中山鳳,0,0,2,山本涼貴,左,0,0,0,山田幹太,右,46,西川鷹晴,0,継続,0,アウト,投球,17,97.31,179.4975,フォーク,凡打死,0,3,ゴロ,C,161.1733967,168.6698337,0,0,0,0,127,0,0,7,,3ゴロ,0,0,2,0,0,0,0,0,0,16,0,5,5:23,https://www.youtube.com/embed/lzawmNIdFns?si=d__-4dtrNyqVml31,323 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,113,4,裏,1,0,0,0,0,打席完了,イニング継続,試合継続,0,0,0,0,0,0,3,彦坂藍斗,左,0,0,0,山田幹太,右,47,西川鷹晴,0,0,0,アウト,投球,19,147.28,173.58,カーブ,凡打死,0,3,ゴロ,C,183.0380048,170.543943,0,0,0,0,109,0,0,8,,3ゴロ,0,0,1,0,0,0,0,0,0,16,0,9,1:37,https://www.youtube.com/embed/UhBQCyOcsC4?si=pZjH9wZgdOBiYCqQ,97 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,114,4,裏,1,0,0,0,1,打席継続,イニング継続,試合継続,0,0,0,0,0,0,4,山田一晴,左,0,0,0,山田幹太,右,48,西川鷹晴,0,0,0,継続,投球,17,20.3825,153.855,ツーシーム,ボール,0,0,0,0,0,0,0,0,0,0,131,0,0,D,,0,0,0,6,0,0,0,0,0,0,16,0,9,2:06,https://www.youtube.com/embed/UhBQCyOcsC4?si=pZjH9wZgdOBiYCqQ,126 ,,,筑波大学,-,-
2025/9/20,秋季,リーグ戦,帝京大学,筑波大学,115,4,裏,1,0,0,1,1,打席継続,イニング継続,試合継続,0,0,0,0,0,0,4,山田一晴,左,0,0,0,山田幹太,右,49,西川鷹晴,0,0,0,継続,投球,19,88.7625,24.985,スライダー,ボール,0,0,0,0,0,0,0,0,0,0,124,0,0,D,,0,0,0,6,0,0,0,0,0,0,16,0,9,2:14,https://www.youtube.com/embed/UhBQCyOcsC4?si=pZjH9wZgdOBiYCqQ,134 ,,,筑波大学,-,-
