試合日時,Season,Kind,後攻チーム,先攻チーム,プレイの番号,回,表.裏,先攻得点,後攻得点,S,B,アウト,打席の継続,イニング継続,試合継続,一走打順,一走氏名,二走打順,二走氏名,三走打順,三走氏名,打順,打者氏名,打席左右,作戦,作戦2,作戦結果,投手氏名,投手左右,球数,捕手,一走状況,二走状況,三走状況,打者状況,プレイの種類,構え,コースX,コースY,球種,打撃結果,打撃結果2,捕球選手,打球タイプ,打球強度,打球位置X,打球位置Y,牽制の種類,牽制詳細,エラーの種類,タイムの種類,球速,プレス,偽走,打者位置,打席Id,打席結果,Result_col,打者登録名,打者番号,一走登録名,一走番号,二走登録名,二走番号,三走登録名,三走番号,投手番号,入力項目,先攻打順,後攻打順,URL,start_tag_sec,target_x,target_z,守備チーム,score,comment
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,1,1,表,0,0,0,0,0,打席継続,イニング継続,試合継続,0,0,0,0,0,0,1,坂野光輝,右,0,0,0,前田大輝,右,1,田代旭,0,0,0,継続,投球,19,235.385,23.0125,ストレート,ボール,0,0,0,0,0,0,0,0,0,0,132,0,0,4,,0,0,0,1,0,0,0,0,0,0,62,0,1,0:00,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,0 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,2,1,表,0,0,0,1,0,打席継続,イニング継続,試合継続,0,0,0,0,0,0,1,坂野光輝,右,0,0,0,前田大輝,右,2,田代旭,0,0,0,継続,投球,19,84.16,145.3075,スライダー,見逃し,0,0,0,0,0,0,0,0,0,0,117,0,0,4,,0,0,0,1,0,0,0,0,0,0,62,0,1,0:11,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,11 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,3,1,表,0,0,1,1,0,打席継続,イニング継続,試合継続,0,0,0,0,0,0,1,坂野光輝,右,0,0,0,前田大輝,右,3,田代旭,0,0,0,継続,投球,19,157.1425,225.5225,カット,ボール,0,0,0,0,0,0,0,0,0,0,125,0,0,4,,0,0,0,1,0,0,0,0,0,0,62,0,1,0:18,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,18 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,4,1,表,0,0,1,2,0,打席完了,イニング継続,試合継続,0,0,0,0,0,0,1,坂野光輝,右,0,0,0,前田大輝,右,4,田代旭,0,0,0,アウト,投球,19,155.8275,112.4325,ストレート,凡打死,0,8,フライ,B,146.8052257,54.97387173,0,0,0,0,133,0,0,4,,8フライ,0,0,1,0,0,0,0,0,0,62,0,1,0:27,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,27 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,5,1,表,0,0,0,0,1,打席継続,イニング継続,試合継続,0,0,0,0,0,0,2,小木曽叶,右,0,0,0,前田大輝,右,5,田代旭,0,0,0,継続,投球,19,166.3475,151.8825,カーブ,見逃し,0,0,0,0,0,0,0,0,0,0,105,0,0,9,,0,0,0,3,0,0,0,0,0,0,62,0,2,1:01,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,61 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,6,1,表,0,0,1,0,1,打席継続,イニング継続,試合継続,0,0,0,0,0,0,2,小木曽叶,右,0,0,0,前田大輝,右,6,田代旭,0,0,0,継続,投球,19,145.3075,30.245,カット,ボール,0,0,0,0,0,0,0,0,0,0,121,0,0,9,,0,0,0,3,0,0,0,0,0,0,62,0,2,1:11,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,71 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,7,1,表,0,0,1,1,1,打席継続,イニング継続,試合継続,0,0,0,0,0,0,2,小木曽叶,右,0,0,0,前田大輝,右,7,田代旭,0,0,0,継続,投球,19,180.8125,228.81,ストレート,ボール,0,0,0,0,0,0,0,0,0,0,136,0,0,9,,0,0,0,3,0,0,0,0,0,0,62,0,2,1:25,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,85 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,8,1,表,0,0,1,2,1,打席完了,イニング継続,試合継続,0,0,0,0,0,0,2,小木曽叶,右,0,0,0,前田大輝,右,8,田代旭,0,0,0,アウト,投球,19,154.5125,161.745,スライダー,凡打死,0,9,フライ,C,182.4133017,96.20427553,0,0,0,0,120,0,0,9,,9フライ,0,0,3,0,0,0,0,0,0,62,0,2,1:36,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,96 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,9,1,表,0,0,0,0,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,3,家入丞,左,0,0,0,前田大輝,右,9,田代旭,0,0,0,継続,投球,18,45.3675,17.7525,ストレート,ボール,0,0,0,0,0,0,0,0,0,0,135,0,0,3,,0,0,0,4,0,0,0,0,0,0,62,0,3,2:04,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,124 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,10,1,表,0,0,0,1,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,3,家入丞,左,0,0,0,前田大輝,右,10,田代旭,0,0,0,継続,投球,18,78.2425,150.5675,スライダー,見逃し,0,0,0,0,0,0,0,0,0,0,121,0,0,3,,0,0,0,4,0,0,0,0,0,0,62,0,3,2:13,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,133 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,11,1,表,0,0,1,1,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,3,家入丞,左,0,0,0,前田大輝,右,11,田代旭,0,0,0,継続,投球,19,151.8825,157.8,カーブ,ファール,0,0,ゴロ,0,174.2921615,221.1448931,0,0,0,0,105,0,0,3,,0,0,0,4,0,0,0,0,0,0,62,0,3,2:21,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,141 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,12,1,表,0,0,2,1,2,打席完了,イニング継続,試合継続,0,0,0,0,0,0,3,家入丞,左,0,0,0,前田大輝,右,12,田代旭,0,0,0,アウト,投球,17,99.2825,160.43,ストレート,凡打死,0,6,ゴロ,C,111.1971496,133.6864608,0,0,0,0,143,0,0,3,,6ゴロ,0,0,4,0,0,0,0,0,0,62,0,3,2:42,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,162 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,38,2,表,0,3,0,0,0,打席継続,イニング継続,試合継続,0,0,0,0,0,0,4,山岡聖弥,右,0,0,0,前田大輝,右,13,田代旭,0,0,0,継続,投球,19,166.3475,230.125,カット,空振り,0,0,0,0,0,0,0,0,0,0,122,0,0,D,,0,0,0,2,0,0,0,0,0,0,62,0,4,17:05,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,1025 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,39,2,表,0,3,1,0,0,打席完了,イニング継続,試合継続,0,0,0,0,0,0,4,山岡聖弥,右,0,0,0,前田大輝,右,14,田代旭,0,0,0,アウト,投球,19,105.2,171.6075,ストレート,凡打死,0,5,ゴロ,B,89.33254157,160.5486936,0,0,0,0,138,0,0,D,,5ゴロ,0,0,2,0,0,0,0,0,0,62,0,4,17:16,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,1036 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,40,2,表,0,3,0,0,1,打席継続,イニング継続,試合継続,0,0,0,0,0,0,5,石橋太一,左,0,0,0,前田大輝,右,15,田代旭,0,0,0,継続,投球,17,106.515,168.32,ストレート,見逃し,0,0,0,0,0,0,0,0,0,0,139,0,0,8,,0,0,0,8,0,0,0,0,0,0,62,0,5,17:48,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,1068 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,41,2,表,0,3,1,0,1,打席継続,イニング継続,試合継続,0,0,0,0,0,0,5,石橋太一,左,0,0,0,前田大輝,右,16,田代旭,0,0,0,継続,投球,17,67.065,151.8825,ストレート,空振り,0,0,0,0,0,0,0,0,0,0,135,0,0,8,,0,0,0,8,0,0,0,0,0,0,62,0,5,17:53,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,1073 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,42,2,表,0,3,2,0,1,打席継続,イニング継続,試合継続,0,0,0,0,0,0,5,石橋太一,左,0,0,0,前田大輝,右,17,田代旭,0,0,0,継続,投球,16,23.67,240.645,ストレート,ボール,0,0,0,0,0,0,0,0,0,0,141,0,0,8,,0,0,0,8,0,0,0,0,0,0,62,0,5,18:07,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,1087 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,43,2,表,0,3,2,1,1,打席継続,イニング継続,試合継続,0,0,0,0,0,0,5,石橋太一,左,0,0,0,前田大輝,右,18,田代旭,0,0,0,継続,投球,17,65.0925,235.385,フォーク,ボール,0,0,0,0,0,0,0,0,0,0,129,0,0,8,,0,0,0,8,0,0,0,0,0,0,62,0,5,18:17,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,1097 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,44,2,表,0,3,2,2,1,打席完了,イニング継続,試合継続,0,0,0,0,0,0,5,石橋太一,左,0,0,0,前田大輝,右,19,田代旭,0,0,0,アウト,投球,17,102.57,207.77,カーブ,見逃し三振,0,0,0,0,0,0,0,0,0,0,99,0,0,8,,見三振,0,0,8,0,0,0,0,0,0,62,0,5,18:27,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,1107 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,45,2,表,0,3,0,0,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,6,岡村侑真,左,0,0,0,前田大輝,右,20,田代旭,0,0,0,継続,投球,17,28.93,170.95,フォーク,空振り,0,0,0,0,0,0,0,0,0,0,132,0,0,7,,0,0,0,37,0,0,0,0,0,0,62,0,6,18:53,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,1133 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,46,2,表,0,3,1,0,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,6,岡村侑真,左,0,0,0,前田大輝,右,21,田代旭,0,0,0,継続,投球,19,157.8,123.61,ストレート,ファール,0,0,フライ,0,49.97624703,207.4014252,0,0,0,0,138,0,0,7,,0,0,0,37,0,0,0,0,0,0,62,0,6,19:04,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,1144 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,47,2,表,0,3,2,0,2,打席完了,イニング継続,試合継続,0,0,0,0,0,0,6,岡村侑真,左,0,0,0,前田大輝,右,22,田代旭,0,0,0,アウト,投球,16,65.0925,180.155,ストレート,見逃し三振,0,0,0,0,0,0,0,0,0,0,141,0,0,7,,見三振,0,0,37,0,0,0,0,0,0,62,0,6,19:20,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,1160 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,57,3,表,0,3,0,0,0,打席継続,イニング継続,試合継続,0,0,0,0,0,0,7,西畑亮我,右,0,0,0,前田大輝,右,23,田代旭,0,0,0,継続,投球,19,36.82,118.35,カーブ,ボール,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,5,0,0,0,0,0,0,62,0,7,0:27:10,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,1630 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,58,3,表,0,3,0,1,0,打席完了,イニング継続,試合継続,0,0,0,0,0,0,7,西畑亮我,右,0,0,0,前田大輝,右,24,田代旭,0,0,0,アウト,投球,19,107.83,169.635,カット,凡打死,0,8,フライ,C,114.9453682,88.70783848,0,0,0,0,0,0,0,2,,8フライ,0,0,5,0,0,0,0,0,0,62,0,7,0:27:20,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,1640 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,59,3,表,0,3,0,0,1,打席継続,イニング継続,試合継続,0,0,0,0,0,0,8,眞弓篤志,右,0,0,0,前田大輝,右,25,田代旭,0,0,0,継続,投球,19,188.7025,159.7725,カット,見逃し,0,0,0,0,0,0,0,0,0,0,125,0,0,5,,0,0,0,39,0,0,0,0,0,0,62,0,8,0:27:44,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,1664 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,60,3,表,0,3,1,0,1,打席完了,イニング継続,試合継続,0,0,0,0,0,0,8,眞弓篤志,右,0,0,0,前田大輝,右,26,田代旭,0,0,0,アウト,投球,19,157.8,138.075,ストレート,凡打死,0,9,フライ,C,205.5273159,99.95249406,0,0,0,0,135,0,0,5,,9フライ,0,0,39,0,0,0,0,0,0,62,0,8,0:27:53,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,1673 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,61,3,表,0,3,0,0,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,9,丹羽達也,右,0,0,0,前田大輝,右,27,田代旭,0,0,0,継続,投球,19,206.455,170.95,カット,見逃し,0,0,0,0,0,0,0,0,0,0,129,0,0,6,,0,0,0,27,0,0,0,0,0,0,62,0,9,0:28:20,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,1700 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,62,3,表,0,3,1,0,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,9,丹羽達也,右,0,0,0,前田大輝,右,28,田代旭,0,0,0,継続,投球,20,159.115,171.6075,カーブ,見逃し,0,0,0,0,0,0,0,0,0,0,105,0,0,6,,0,0,0,27,0,0,0,0,0,0,62,0,9,0:28:30,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,1710 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,63,3,表,0,3,2,0,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,9,丹羽達也,右,0,0,0,前田大輝,右,29,田代旭,0,0,0,継続,投球,20,216.3175,191.3325,ストレート,ボール,0,0,0,0,0,0,0,0,0,0,141,0,0,6,,0,0,0,27,0,0,0,0,0,0,62,0,9,0:28:43,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,1723 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,64,3,表,0,3,2,1,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,9,丹羽達也,右,0,0,0,前田大輝,右,30,田代旭,0,0,0,継続,投球,19,207.1125,174.2375,スライダー,ファール,0,0,ゴロ,0,129.9382423,248.631829,0,0,0,0,120,0,0,6,,0,0,0,27,0,0,0,0,0,0,62,0,9,0:28:54,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,1734 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,65,3,表,0,3,2,1,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,9,丹羽達也,右,0,0,0,前田大輝,右,31,田代旭,0,0,0,継続,投球,20,234.7275,248.535,ストレート,ボール,0,0,0,0,0,0,0,0,0,0,140,0,0,6,,0,0,0,27,0,0,0,0,0,0,62,0,9,0:29:14,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,1754 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,66,3,表,0,3,2,2,2,打席完了,イニング継続,試合継続,0,0,0,0,0,0,9,丹羽達也,右,0,0,0,前田大輝,右,32,田代旭,0,0,0,アウト,投球,19,145.3075,220.92,カーブ,見逃し三振,0,0,0,0,0,0,0,0,0,0,112,0,0,6,,見三振,0,0,27,0,0,0,0,0,0,62,0,9,0:29:22,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,1762 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,81,4,表,0,3,0,0,0,打席継続,イニング継続,試合継続,0,0,0,0,0,0,1,坂野光輝,右,0,0,0,前田大輝,右,33,田代旭,0,0,0,継続,投球,19,220.92,245.905,カーブ,ボール,0,0,0,0,0,0,0,0,0,0,108,0,0,4,,0,0,0,1,0,0,0,0,0,0,62,0,1,0:37:51,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,2271 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,82,4,表,0,3,0,1,0,打席完了,イニング継続,試合継続,0,0,0,0,0,0,1,坂野光輝,右,0,0,0,前田大輝,右,34,田代旭,0,0,0,出塁,投球,19,119.665,145.965,カーブ,単打,0,7,ライナー,A,88.70783848,115.5700713,0,0,0,0,105,0,0,4,,単打,0,0,1,0,0,0,0,0,0,62,0,1,0:38:00,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,2280 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,84,4,表,0,3,0,0,0,打席継続,イニング継続,試合継続,1,坂野光輝,0,0,0,0,2,小木曽叶,右,バント,バント,0,前田大輝,右,35,田代旭,継続,0,0,継続,投球,19,154.5125,148.595,スライダー,ファール,0,0,ゴロ,0,111.1971496,224.8931116,0,0,0,0,120,0,0,9,,0,0,0,3,0,0,0,0,0,0,62,0,2,0:38:48,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,2328 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,87,4,表,0,3,1,0,0,打席完了,イニング継続,試合継続,1,坂野光輝,0,0,0,0,2,小木曽叶,右,バント,バント,失敗,前田大輝,右,36,田代旭,封殺,0,0,出塁,投球,19,154.5125,167.005,ストレート,凡打出塁,0,1,ゴロ,C,131.1876485,194.9073634,0,0,0,0,132,0,0,9,,1ゴロ,0,0,3,0,0,0,0,0,0,62,0,2,0:39:37,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,2377 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,88,4,表,0,3,0,0,1,打席継続,イニング継続,試合継続,2,小木曽叶,0,0,0,0,3,家入丞,左,0,0,0,前田大輝,右,37,田代旭,継続,0,0,継続,投球,17,22.355,219.605,カット,ボール,0,0,0,0,0,0,0,0,0,0,122,0,0,3,,0,0,0,4,0,0,0,0,0,0,62,0,3,0:40:14,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,2414 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,89,4,表,0,3,0,1,1,打席継続,イニング継続,試合継続,2,小木曽叶,0,0,0,0,3,家入丞,左,0,0,0,前田大輝,右,38,田代旭,継続,0,0,継続,投球,19,95.3375,132.815,ストレート,ファール,0,0,フライ,0,85.58432304,245.5083135,0,0,0,0,135,0,0,3,,0,0,0,4,0,0,0,0,0,0,62,0,3,0:40:29,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,2429 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,91,4,表,0,3,1,1,1,打席継続,イニング継続,試合継続,2,小木曽叶,0,0,0,0,3,家入丞,左,0,0,0,前田大輝,右,39,田代旭,継続,0,0,継続,投球,18,26.9575,106.515,スライダー,ボール,0,0,0,0,0,0,0,0,0,0,117,0,0,3,,0,0,0,4,0,0,0,0,0,0,62,0,3,0:41:03,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,2463 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,92,4,表,0,3,1,2,1,打席完了,イニング継続,試合継続,2,小木曽叶,0,0,0,0,3,家入丞,左,エンドラン,HAR,0,前田大輝,右,40,田代旭,二進,0,0,アウト,投球,19,110.46,173.58,ストレート,凡打死,0,3,ゴロ,C,154.9263658,171.1686461,0,0,0,0,135,0,0,3,,3ゴロ,0,0,4,0,0,0,0,0,0,62,0,3,0:41:22,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,2482 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,93,4,表,0,3,0,0,2,打席完了,イニング継続,試合継続,0,0,2,小木曽叶,0,0,4,山岡聖弥,右,0,0,0,前田大輝,右,41,田代旭,0,継続,0,アウト,投球,19,116.3775,164.375,ストレート,凡打死,0,7,フライ,C,51.22565321,88.70783848,0,0,0,0,137,0,0,D,,7フライ,0,0,2,0,0,0,0,0,0,62,0,4,0:42:07,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,2527 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,119,5,表,0,4,0,0,0,打席継続,イニング継続,試合継続,0,0,0,0,0,0,5,石橋太一,左,0,0,0,前田大輝,右,42,田代旭,0,0,0,継続,投球,17,89.42,67.065,ストレート,ファール,0,0,ライナー,0,130.5629454,247.3824228,0,0,0,0,138,0,0,8,,0,0,0,8,0,0,0,0,0,0,62,0,5,0:55:27,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,3327 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,120,5,表,0,4,1,0,0,打席完了,イニング継続,試合継続,0,0,0,0,0,0,5,石橋太一,左,0,0,0,前田大輝,右,43,田代旭,0,0,0,アウト,投球,17,89.42,162.4025,カーブ,凡打死,0,4,ゴロ,C,156.8004751,156.175772,0,0,0,0,113,0,0,8,,4ゴロ,0,0,8,0,0,0,0,0,0,62,0,5,0:55:45,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,3345 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,121,5,表,0,4,0,0,1,打席継続,イニング継続,試合継続,0,0,0,0,0,0,6,岡村侑真,左,0,0,0,前田大輝,右,44,田代旭,0,0,0,継続,投球,17,92.7075,147.9375,スライダー,ファール,0,0,フライ,0,46.2280285,209.2755344,0,0,0,0,115,0,0,7,,0,0,0,37,0,0,0,0,0,0,62,0,6,0:56:13,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,3373 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,122,5,表,0,4,1,0,1,打席完了,イニング継続,試合継続,0,0,0,0,0,0,6,岡村侑真,左,0,0,0,前田大輝,右,45,田代旭,0,0,0,アウト,投球,17,104.5425,154.5125,ストレート,凡打死,0,4,ゴロ,B,173.0427553,149.304038,0,0,0,0,0,0,0,7,,4ゴロ,0,0,37,0,0,0,0,0,0,62,0,6,0:56:27,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,3387 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,123,5,表,0,4,0,0,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,7,水原京弥,左,0,0,0,前田大輝,右,46,田代旭,0,0,0,継続,投球,17,90.0775,245.905,ストレート,ボール,0,0,0,0,0,0,0,0,0,0,0,0,0,H,,0,0,0,51,0,0,0,0,0,0,62,0,7,0:57:02,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,3422 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,124,5,表,0,4,0,1,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,7,水原京弥,左,0,0,0,前田大輝,右,47,田代旭,0,0,0,継続,投球,17,97.31,163.7175,ストレート,空振り,0,0,0,0,0,0,0,0,0,0,0,0,0,H,,0,0,0,51,0,0,0,0,0,0,62,0,7,0:57:13,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,3433 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,125,5,表,0,4,1,1,2,打席継続,イニング継続,試合継続,0,0,0,0,0,0,7,水原京弥,左,0,0,0,前田大輝,右,48,田代旭,0,0,0,継続,投球,17,92.7075,142.02,ストレート,ファール,0,0,フライ,0,116.8194774,259.2517815,0,0,0,0,0,0,0,H,,0,0,0,51,0,0,0,0,0,0,62,0,7,0:57:23,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,3443 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,126,5,表,0,4,2,1,2,打席完了,イニング継続,試合継続,0,0,0,0,0,0,7,水原京弥,左,0,0,0,前田大輝,右,49,田代旭,0,0,0,アウト,投球,17,71.6675,219.605,ストレート,見逃し三振,0,0,0,0,0,0,0,0,0,0,0,0,0,H,,見三振,0,0,51,0,0,0,0,0,0,62,0,7,0:57:38,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,3458 ,,,筑波大学,-,-
2025/8/19,夏季,オープン戦,筑波大学,名古屋学院大学,148,6,表,0,6,0,0,0,打席継続,イニング継続,試合継続,0,0,0,0,0,0,8,眞弓篤志,右,0,0,0,藤井大貴,右,1,田代旭,0,0,0,継続,投球,19,168.9775,147.28,カット,見逃し,0,0,0,0,0,0,0,0,0,0,124,0,0,5,,0,0,0,39,0,0,0,0,0,0,41,0,8,1:16:20,https://www.youtube.com/embed/L1uDLO2-h24?si=1q4-cCwgz1SZU8r0,4580 ,,,筑波大学,-,-
